Data e Hora de Geracao: -17-06-2024-15:18:15
Tempos em segundos:
Tamanho/Tipo,Aleatorio,Aleatorio-RangeMenor,Aleatorio-RangeMaior,Aleatorio-CEP,Aleatorio-Iguais,Aleatorio-Extremo,Crescente,Crescente-RangeMenor,Crescente-RangeMaior,Crescente-CEP,Crescente-Iguais,Crescente-Extremo,Decrescente,Decrescente-RangeMenor,Decrescente-RangeMaior,Decrescente-CEP,Decrescente-Iguais,Decrescente-Extremo
10000,0.001599,0.000911,0.003776,0.002252,0.000670,0.006699,0.001589,0.000912,0.000717,0.002250,0.001509,0.006713,0.001581,0.000930,0.003768,0.002264,0.002828,0.006711,
100000,0.016132,0.009243,0.037364,0.023309,0.006889,0.067463,0.015996,0.009069,0.007193,0.022702,0.015198,0.067192,0.016109,0.009155,0.037397,0.022762,0.028466,0.067101,
500000,0.092144,0.045916,0.172358,0.077537,0.023255,0.225109,0.061196,0.030804,0.024086,0.076326,0.050865,0.225139,0.061072,0.030732,0.126300,0.076219,0.095605,0.224813,
1000000,0.110311,0.062369,0.256261,0.154257,0.047041,0.450760,0.111780,0.062593,0.048946,0.154256,0.103215,0.450827,0.110556,0.062494,0.256076,0.153502,0.192326,0.450674,
Tempo Total,54.841389
Tempo Medio Total,0.076169
